RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
8508,"IF10760","10/20/2017","Chad","https://crsreports.congress.gov/product/pdf/download/IF/IF10760/IF10760.pdf/","2","10/20/2017"
8509,"R41082","10/19/2017","Asian Carp and the Great Lakes Region","https://crsreports.congress.gov/product/pdf/download/R/R41082/R41082.pdf/","42","02/25/2010"
8510,"LSB10012","10/19/2017","New Interim Final Rules Expand Options for Employers with Religious or Moral Objections to Contraceptive Coverage","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10012/LSB10012.pdf/","6","10/18/2017"
8511,"IN10805","10/19/2017","Second Treasury Report on Regulatory Relief: Capital Markets ","https://crsreports.congress.gov/product/pdf/download/IN/IN10805/IN10805.pdf/","4","10/19/2017"
8512,"IN10760","10/18/2017","Department of Homeland Security Appropriations, FY2018: Current Action","https://crsreports.congress.gov/product/pdf/download/IN/IN10760/IN10760.pdf/","6","08/28/2017"
8513,"IN10803","10/18/2017","Human Trafficking: New Global Estimates of Forced Labor and Modern Slavery","https://crsreports.congress.gov/product/pdf/download/IN/IN10803/IN10803.pdf/","3","10/18/2017"
8514,"IN10656","10/18/2017","Iran Policy and the European Union","https://crsreports.congress.gov/product/pdf/download/IN/IN10656/IN10656.pdf/","3","02/27/2017"
8515,"R41243","10/17/2017","Army Corps of Engineers: Water Resource Authorizations, Appropriations, and Activities","https://crsreports.congress.gov/product/pdf/download/R/R41243/R41243.pdf/","49","05/19/2010"
8516,"R44094","10/17/2017","Bangladesh and Bangladesh-U.S. Relations","https://crsreports.congress.gov/product/pdf/download/R/R44094/R44094.pdf/","6","06/30/2015"
8517,"IN10802","10/17/2017","U.S. Withdrawal from the United Nations Educational, Scientific and Cultural Organization (UNESCO)","https://crsreports.congress.gov/product/pdf/download/IN/IN10802/IN10802.pdf/","4","10/17/2017"
8518,"IN10807","10/16/2017","Gun Control: Silencers under the Hearing Protection Act (H.R. 3668)","https://crsreports.congress.gov/product/pdf/download/IN/IN10807/IN10807.pdf/","5","10/20/2017"
8519,"IF10755","10/16/2017","Major Disaster Assistance from the DRF: Puerto Rico","https://crsreports.congress.gov/product/pdf/download/IF/IF10755/IF10755.pdf/","4","10/16/2017"
8520,"IF10756","10/16/2017","Major Disaster Assistance from the DRF: U.S. Virgin Islands","https://crsreports.congress.gov/product/pdf/download/IF/IF10756/IF10756.pdf/","4","10/16/2017"
8521,"IN10806","10/13/2017","DOE's Grid Resiliency Pricing Rule","https://crsreports.congress.gov/product/pdf/download/IN/IN10806/IN10806.pdf/","3","10/19/2017"
8522,"IF10750","10/11/2017","Farm Bill Primer: Dairy Safety Net","https://crsreports.congress.gov/product/pdf/download/IF/IF10750/IF10750.pdf/","2","10/11/2017"
8523,"IN10800","10/11/2017","Status of Labor-HHS-Education Appropriations at the Start of FY2018","https://crsreports.congress.gov/product/pdf/download/IN/IN10800/IN10800.pdf/","4","10/11/2017"
8524,"IN10771","10/11/2017","Syria's Chemical Weapons: Continuing Challenges","https://crsreports.congress.gov/product/pdf/download/IN/IN10771/IN10771.pdf/","6","09/11/2017"
8525,"IF10417","10/10/2017","Burma's Peace Process: Challenges Ahead in 2017","https://crsreports.congress.gov/product/pdf/download/IF/IF10417/IF10417.pdf/","6","06/10/2016"
8526,"IN10801","10/10/2017","Gun Control: 'Bump-Fire' Stocks","https://crsreports.congress.gov/product/pdf/download/IN/IN10801/IN10801.pdf/","5","10/13/2017"
8527,"IN10799","10/10/2017","The Army's Warfighter Information Network-Tactical (WIN-T) Program","https://crsreports.congress.gov/product/pdf/download/IN/IN10799/IN10799.pdf/","5","10/10/2017"
8528,"R44980","10/6/2017","DOE's Office of Energy Efficiency and Renewable Energy (EERE): Appropriations Status","https://crsreports.congress.gov/product/pdf/download/R/R44980/R44980.pdf/","5","10/11/2017"
8529,"IF10748","10/6/2017","European Union Digital Single Market","https://crsreports.congress.gov/product/pdf/download/IF/IF10748/IF10748.pdf/","4","10/06/2017"
8530,"R44271","10/6/2017","Tanzania: Current Issues and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/R/R44271/R44271.pdf/","11","11/16/2015"
8531,"IN10798","10/6/2017","U.S. Response to Injuries of U.S. Embassy Personnel in Havana, Cuba ","https://crsreports.congress.gov/product/pdf/download/IN/IN10798/IN10798.pdf/","2","10/06/2017"
8532,"IN10797","10/5/2017","Attack on U.S. Soldiers in Niger: Context and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10797/IN10797.pdf/","4","10/06/2017"
8533,"RL31392","10/5/2017","PILT (Payments in Lieu of Taxes): Somewhat Simplified","https://crsreports.congress.gov/product/pdf/download/RL/RL31392/RL31392.pdf/","35","05/15/2002"
8534,"R44621","10/4/2017","Department of Homeland Security Appropriations: FY2017","https://crsreports.congress.gov/product/pdf/download/R/R44621/R44621.pdf/","14","09/07/2016"
8535,"IN10794","10/4/2017","Department of the Interior Secretarial Order 3356","https://crsreports.congress.gov/product/pdf/download/IN/IN10794/IN10794.pdf/","3","10/04/2017"
8536,"IN10796","10/4/2017","Federal Reserve: Background and Reappointment of Previous Chairs","https://crsreports.congress.gov/product/pdf/download/IN/IN10796/IN10796.pdf/","4","10/04/2017"
8537,"IF10746","10/4/2017","Hunting, Fishing, and Related Issues in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF10746/IF10746.pdf/","4","10/04/2017"
8538,"R44977","10/4/2017","Preliminary Damage Assessments for Major Disasters: Overview, Analysis, and Policy Observations ","https://crsreports.congress.gov/product/pdf/download/R/R44977/R44977.pdf/","4","10/04/2017"
8539,"R44976","10/4/2017","The Tax Treatment of Net Operating Losses: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44976/R44976.pdf/","3","10/04/2017"
8540,"IN10758","10/3/2017","Kurds in Iraq Hold Controversial Referendum on Independence","https://crsreports.congress.gov/product/pdf/download/IN/IN10758/IN10758.pdf/","8","08/25/2017"
8541,"IN10785","10/3/2017","Puerto Rico and Electric Power Restoration from Hurricane Maria","https://crsreports.congress.gov/product/pdf/download/IN/IN10785/IN10785.pdf/","6","09/25/2017"
8542,"IN10793","10/2/2017","Economic Impact of Hurricanes Harvey and Irma","https://crsreports.congress.gov/product/pdf/download/IN/IN10793/IN10793.pdf/","2","10/02/2017"
8543,"IF10744","10/2/2017","The Tax Reform Framework","https://crsreports.congress.gov/product/pdf/download/IF/IF10744/IF10744.pdf/","2","10/02/2017"
8544,"IN10757","10/2/2017","Transport Agencies Withdraw Proposed Sleep Apnea Rules","https://crsreports.congress.gov/product/pdf/download/IN/IN10757/IN10757.pdf/","3","08/25/2017"
8545,"R44660","9/29/2017","DHS Appropriations FY2017: Protection, Preparedness, Response, and Recovery","https://crsreports.congress.gov/product/pdf/download/R/R44660/R44660.pdf/","8","10/24/2016"
8546,"IF10688","9/29/2017","Key Issues in Tax Reform: The Section 199 Deduction","https://crsreports.congress.gov/product/pdf/download/IF/IF10688/IF10688.pdf/","4","07/07/2017"
8547,"IN10791","9/29/2017","President Trump's Proclamation on Enhanced Vetting of Foreign Nationals from Designated Countries ","https://crsreports.congress.gov/product/pdf/download/IN/IN10791/IN10791.pdf/","3","09/29/2017"
8548,"IN10789","9/29/2017","Recent Developments in U.S. Aid to Egypt","https://crsreports.congress.gov/product/pdf/download/IN/IN10789/IN10789.pdf/","3","09/29/2017"
8549,"IN10792","9/29/2017","The Equifax Data Breach: An Overview and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10792/IN10792.pdf/","3","09/29/2017"
8550,"IN10790","9/29/2017","Waivers of Jones Act Shipping Requirements","https://crsreports.congress.gov/product/pdf/download/IN/IN10790/IN10790.pdf/","3","09/29/2017"
8551,"IN10788","9/28/2017","Hurricanes Irma and Maria: Impact on Caribbean Countries and Foreign Territories","https://crsreports.congress.gov/product/pdf/download/IN/IN10788/IN10788.pdf/","6","09/28/2017"
8552,"IN10764","9/27/2017","2017 Hurricanes and Army Corps of Engineers: Background for Flood Response and Recovery","https://crsreports.congress.gov/product/pdf/download/IN/IN10764/IN10764.pdf/","11","08/29/2017"
8553,"IF10696","9/27/2017","Key Issues in Tax Reform: The Business Interest Deduction and Capital Expensing","https://crsreports.congress.gov/product/pdf/download/IF/IF10696/IF10696.pdf/","3","08/02/2017"
8554,"IF10725","9/27/2017","Key Issues in Tax Reform: The Low-Income Housing Tax Credit ","https://crsreports.congress.gov/product/pdf/download/IF/IF10725/IF10725.pdf/","3","09/07/2017"
8555,"IF10741","9/27/2017","Naloxone for Opioid Overdose: Regulation and Policy Options","https://crsreports.congress.gov/product/pdf/download/IF/IF10741/IF10741.pdf/","3","09/27/2017"
8556,"IN10787","9/27/2017","Pesticide Registration Fees: Reauthorization and Proposed Amendments","https://crsreports.congress.gov/product/pdf/download/IN/IN10787/IN10787.pdf/","5","09/27/2017"
8557,"R44971","9/27/2017","Pre-Merger Review and Challenges Under the Clayton Act and the Federal Trade Commission Act","https://crsreports.congress.gov/product/pdf/download/R/R44971/R44971.pdf/","2","09/27/2017"
8558,"IF10743","9/27/2017","The Philippines: War on Drugs and Human Rights Concerns","https://crsreports.congress.gov/product/pdf/download/IF/IF10743/IF10743.pdf/","2","10/02/2017"
8559,"IF10625","9/24/2017","Social Costs of Carbon/Greenhouse Gases: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF10625/IF10625.pdf/","4","04/04/2017"
8560,"R43012","9/21/2017","Itemized Tax Deductions for Individuals: Data Analysis","https://crsreports.congress.gov/product/pdf/download/R/R43012/R43012.pdf/","11","03/21/2013"
8561,"R44962","9/21/2017","Patent Law: A Primer and Overview of Emerging Issues","https://crsreports.congress.gov/product/pdf/download/R/R44962/R44962.pdf/","6","09/22/2017"
8562,"IN10781","9/20/2017","Hurricanes and Electricity Infrastructure Hardening","https://crsreports.congress.gov/product/pdf/download/IN/IN10781/IN10781.pdf/","3","09/21/2017"
8563,"IN10727","9/20/2017","Normalization of the Federal Reserve's Balance Sheet","https://crsreports.congress.gov/product/pdf/download/IN/IN10727/IN10727.pdf/","4","06/29/2017"
8564,"R44625","9/19/2017","Department of Veterans Affairs FY2017 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R44625/R44625.pdf/","7","09/08/2016"
8565,"R44956","9/19/2017","Supreme Court October Term 2017: A Preview of Select Cases","https://crsreports.congress.gov/product/pdf/download/R/R44956/R44956.pdf/","6","09/20/2017"
8566,"IN10780","9/18/2017","Election in Germany","https://crsreports.congress.gov/product/pdf/download/IN/IN10780/IN10780.pdf/","3","09/18/2017"
8567,"IN10778","9/15/2017","Implementation Date Nears for HHS Emergency Preparedness (EP) Rule","https://crsreports.congress.gov/product/pdf/download/IN/IN10778/IN10778.pdf/","2","09/15/2017"
8568,"R44951","9/15/2017","Regulatory Exclusivity Reform in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/R/R44951/R44951.pdf/","3","09/15/2017"
8569,"R44946","9/15/2017","State Department Special Envoy, Representative, and Coordinator Positions: Background and Congressional Actions","https://crsreports.congress.gov/product/pdf/download/R/R44946/R44946.pdf/","4","09/15/2017"
8570,"R44949","9/15/2017","Supreme Court October Term 2016: A Review of Select Major Rulings","https://crsreports.congress.gov/product/pdf/download/R/R44949/R44949.pdf/","5","09/15/2017"
8571,"IN10774","9/14/2017","Congressional Consideration of Resolutions to 'Censure' Executive Branch Officials","https://crsreports.congress.gov/product/pdf/download/IN/IN10774/IN10774.pdf/","4","09/14/2017"
8572,"IN10763","9/14/2017","Congressional Considerations Related to Hurricanes Harvey and Irma","https://crsreports.congress.gov/product/pdf/download/IN/IN10763/IN10763.pdf/","10","08/29/2017"
8573,"IN10779","9/14/2017","Nuclear Talks with North Korea?","https://crsreports.congress.gov/product/pdf/download/IN/IN10779/IN10779.pdf/","2","09/15/2017"
8574,"R44950","9/14/2017","Redeploying U.S. Nuclear Weapons to South Korea: Background and Implications in Brief","https://crsreports.congress.gov/product/pdf/download/R/R44950/R44950.pdf/","3","09/15/2017"
8575,"IN10775","9/14/2017","Resolutions Censuring the President: History and Context, 1st-114th Congresses ","https://crsreports.congress.gov/product/pdf/download/IN/IN10775/IN10775.pdf/","3","09/14/2017"
8576,"IN10782","9/14/2017","The OCS Royalty Rate: Statutory Requirements and General Guidance","https://crsreports.congress.gov/product/pdf/download/IN/IN10782/IN10782.pdf/","4","09/22/2017"
8577,"IN10777","9/14/2017","Unauthorized Childhood Arrivals: Legislative Options","https://crsreports.congress.gov/product/pdf/download/IN/IN10777/IN10777.pdf/","3","09/14/2017"
8578,"IN10773","9/12/2017","CRISPR Gene Editing Research in Embryos Generates Scientific and Ethics Debate","https://crsreports.congress.gov/product/pdf/download/IN/IN10773/IN10773.pdf/","9","09/14/2017"
8579,"IN10772","9/12/2017","Executive Branch Legislative Proposals Affecting Veterans Benefits in the FY2018 Budget","https://crsreports.congress.gov/product/pdf/download/IN/IN10772/IN10772.pdf/","4","09/13/2017"
8580,"IN10776","9/11/2017","U.S. Air Force Pilot Shortage","https://crsreports.congress.gov/product/pdf/download/IN/IN10776/IN10776.pdf/","5","09/14/2017"
8581,"IN10770","9/8/2017","Federal Agricultural Recovery Resources for Hurricane-Related Losses","https://crsreports.congress.gov/product/pdf/download/IN/IN10770/IN10770.pdf/","3","09/08/2017"
8582,"R44691","9/8/2017","Labor, Health and Human Services, and Education: FY2017 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R44691/R44691.pdf/","10","11/21/2016"
8583,"R44943","9/8/2017","Patentable Subject Matter Reform","https://crsreports.congress.gov/product/pdf/download/R/R44943/R44943.pdf/","4","09/08/2017"
8584,"IF10390","9/7/2017","TPP: Digital Trade Provisions","https://crsreports.congress.gov/product/pdf/download/IF/IF10390/IF10390.pdf/","5","04/15/2016"
8585,"R44764","9/6/2017","Deferred Action for Childhood Arrivals (DACA): Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R44764/R44764.pdf/","3","02/15/2017"
8586,"IF10724","9/6/2017","U.S. Fish and Wildlife Service: FY2018 Appropriations","https://crsreports.congress.gov/product/pdf/download/IF/IF10724/IF10724.pdf/","3","09/06/2017"
8587,"R44817","9/5/2017","U.S.-UK Free Trade Agreement: Prospects and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44817/R44817.pdf/","5","04/14/2017"
8588,"IF10467","9/4/2017","Possible U.S. Policy Approaches to North Korea","https://crsreports.congress.gov/product/pdf/download/IF/IF10467/IF10467.pdf/","7","09/09/2016"
8589,"IF10722","9/1/2017","Farm Bill Primer: Program Eligibility and Payment Limits","https://crsreports.congress.gov/product/pdf/download/IF/IF10722/IF10722.pdf/","2","09/01/2017"
8590,"IN10766","9/1/2017","New Financial Sanctions on Venezuela: Key Issues","https://crsreports.congress.gov/product/pdf/download/IN/IN10766/IN10766.pdf/","3","09/01/2017"
8591,"98-262","8/31/2017","House Rules Manual: Summary of Contents","https://crsreports.congress.gov/product/pdf/download/RS/98-262/98-262.pdf/","12","09/05/2003"
8592,"RS21165","8/31/2017","House Standing Committee Chairs and Ranking Minority Members: Rules Governing Selection Procedures","https://crsreports.congress.gov/product/pdf/download/RS/RS21165/RS21165.pdf/","45","01/12/2005"
8593,"IN10767","8/31/2017","Hurricane Harvey and the Oil Industry","https://crsreports.congress.gov/product/pdf/download/IN/IN10767/IN10767.pdf/","3","09/01/2017"
8594,"R44936","8/31/2017","Paraguay: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44936/R44936.pdf/","4","08/31/2017"
8595,"R44935","8/30/2017","Judiciary Appropriations, FY2018","https://crsreports.congress.gov/product/pdf/download/R/R44935/R44935.pdf/","3","08/30/2017"
